Unknown speaker,Survivor,Sigsbee,Politicians,Military personnel ,Journalists,Experts,"196 context hits for ""public"" / ""opinion"""
Undecided/Unclear,,,,,,,"al Officers That Ilio Explosion Was Caused by Accident* Though Some Statesmen Expi-est Contrary Opinion . Havana , Fob . 17.—The disaster which t > pfel the United States battleship 1 Maine on Tuesda"
Undecided/Unclear,,,,,,,"bly dis rupted condition of the hull of the ship , to make out the cause of the explosion , the opinion of the majority is that the question will be easily settled by the simple observations of the c"
,,,Accident,,,,"dlst Bom d before , to pluce therespon ny facts arc gl Sibillty . '' Senator Morrill : `` In y opinion the b l accident . cnee Is the result of Idea that any Spaniard had anything whatever to do wit"
,,Suspend Opinion,,,,,"Put Dynamite in the Coal Supply -- Captain Sigsbee and Consul Lee Ask for Suspension of Public Opinion -- President McKinley Suspends Sta e Functions . Great Excrement in Havana City . , f Washingto"
,,,,Accident,,,"ion . Thisis causing the naval of-1 licers a good deal of ppcculation , and they arc now of the opinion that I he ex- ! nlosion was from the inside , and that r r , . , 1 ' was caused by tnacluiy . O"
,,,,,,Accident,"ng tho disaster to the Maine . Capt . Dinkins , chief cf the Naviga tion Bureau , expressed the opinion that the explosion took place in the magazine of the Maine , lie said that this the ship w the"
,,Attack,,,,,"eal ) * humora , try SKIN , SCALP TJaptain Slgsbee has In any suppressed telegram expressed the opinion that a I torpedo caused the disaster , or that It | fame from an external causo . The cap- ! Ba"
Accident,,,,,,,"s no Indication of design . There my impression has been all along , I rather think tho general opinion eponderates in the same direction , at ft must have been accidental . eetlng the matter 'opt as"
Attack,,,,,,,"pussengers said that great prevailed at Hav iff sailing the foreign population generally of the opinion that the Maine destroyed by design . They cited among other things in support of this theory th"
Attack,,,,,,,"ent prevaded nt-Havana , and ; the time of sailing tbe foreign populutio were generally of tlie opinion that tl Maine was destroyed by design . cited among other things in su ] ) port of this theory"
,,Suspend Opinion,,,,,"ces of equip ment still above water . No one bad oth er clothes than those upon him . `` Public opinion should be suspended till further report , All officers are believed to be avcu . Jenkins iV ? A"
,,,,Undecided/Unclear,,,"is expected that work will take some time , and while there are officers who say that in their opinion it will not be possSble , owing to the probable disrupted condition of the hull of the ship to"
,,,,,,Accident,"`` been extremely credible . Captain Dickens , chief of the naviga tion Ibureau , expressed the opinion to day that the explosion took place in the magazine of the ( Mains . He said that this was evi"
Suspend Opinion,,,,,,,"the American people that the ; explosion was an accident . He would . not `` wish to express an opinion until further Information was received . The Maine incident 'formed the prin cipal toDic of con"
,,,Attack,,,,"Cummings , of New York , a mem `` ber of the naval committee , unhesitat ingly gave it & s his opinion that the ship had been blown up iby a floating torpedo . Representative Quigg , of the foreign"
Undecided/Unclear,,,,,,,"he accident hypothesis , all of which in the absence of any facts on which to basc a reasonable opinion were decidedly unsatisfactory . lAt the White house , the president spent the evening till midn"
,,,,Accident,,,"tion of de sign . Therefore , my impression has been all along , and I rather think the general opinion proponderates in the same direction , that it must have been accidental . `` At the cabinet mee"
,,,,,Attack,,"February 18 . A special to The Times-Union and Citi ' zen from Key West says : `` The gen eral opinion of many persons here i3 that the `` Maine was hit by a torpedo , after which the magazine explo"
,Attack,,,,,,"rst was not as severe as the se cond , which blew up the ship . Other survivors are of the same opinion that it was foul work . '' Madrid , February 18 . The newspa pers here are urging the governmen"
,,,,,,Attack,"om Sylvester Scovel , under today 's date of Havana , via Key West , says : `` The concensus of opinion of those who have studied the wreck closely says now that the explosion wa3 caused by a submari"
,,Attack,,,,,"ng positively denies that Captain Sigsbee has in any way by a suppressed telegram expressed the opinion that a torpedo caused the dis aster or that it came from an external cause . The captain said o"
,,Suspend Opinion,,,,,"an external cause . The captain said on the con trary that he could not venture to ex press an opinion . The Key West bulletin regarding the fiinding of the hole in the bottom of the 'Maine and refe"
,,,,Undecided/Unclear,,,"as to the appearance of the wreck or in the conflicting stories of the sur vivors to change the opinion of the ma jority of the officers stationed in the navy department that the Maine sunk as the re"
,,,,Accident,,,"internal explosion . 'As to ( the origin of this explosion there is still a. wide difference of opinion , but the coal bunker theory today finds very many .more strong supporters than any other theor"
Accident,,,,,,,"nt here yesterday , the divers have not yet made any investigation of the wreck and the general opinion expressed in Spanish circles is that the explosion occurred inide the 'Maine . AN rXCENDrARY CI"
,Accident,,,,,,"d men who were aboard the warship Maine at the time of the explosion , and it is the uni versal opinion of all of them that the explosion was due to some interior cause , and not the result of the ex"
,,,,Undecided/Unclear,,,"be the cause or the destruction of the battle ship Maine in the harbor of Havana . That is the opinion of the best officers of the navy , including Chief Naval Con| structorHichborn , Assistant Secr"
,,Suspend Opinion,,,,,"1 . Captain Sigsbee , of the Maine , cabled to Washington of the explosion and asks that public opinion be with held until facts are known . The Maine is a battleship of the second class , and is reg"
,,,,,Attack,,"ille , Fla , Feb. 18 A special to the Times Union and Citizen from Key West says : 'The general opinion of many per sons here ia that the Maine was hit by a torpedo after which the magazine ex ploded"
,Attack,,,,,,"first was not as se vere as the second which blew up the ship . Other survivors are of the same opinion that it was foul work . '' It ia believed by some people in Ha vana that a Spanish fanatic or s"
Suspend Opinion,,,,,,,"3 Itc IUIUIUJOUVU OO IV vut vuuovu uuu esults of the Maine catastrophe , I rould not venture an opinion upon it . f it was an accident , as the first disatches seemed to indicate , it was lost deplor"
,,,Accident,,,,"d be > re any more facts are given , to place le responsibility . '' Senator Morrill : `` In my opinion the occurrence is the result of an accident . I have do idea that any Spaniard had anything wha"
,,,Attack,,,,". '' Mr. Cummings , of New York , a member of the naval committee , unhesitatingly gave as his opinion that the ship had been blown up by a floating torpedo . `` It would have been easy , '' he said"
,,,Suspend Opinion,,,,"explanation . Most of the members of the committee refused after the conference to express any opinion concerning tbe occurrence . `` It is too serious to talk about at present , '' said Senator Lod"
,,Suspend Opinion,,,,,"pieces of equipment still above water . Jso one had other clothes than those upon them . Public opinion should be suspended until further report . All oflicers believed to be saved . Jenkins and Merr"
Undecided/Unclear,,,,,,,"d . As to whether the explosion was the work of enemies or an accident , he did not intimate an opinion . Among the known facts are that there was steam in one of the boilers of the Maine . The princ"
Undecided/Unclear,,,,,,,"she would become an easy prize . These things go to indicate that however excited may be public opinion in the United States and Spain , the responsible heads of-the two governments ao not . yei cons"
Attack,,,,,,,"not . The nature of the damage ti the port side has not been fully set tied ; but the weight of opinion seeuir to be that the hole was made by at external explosion . Captain Stgsbee thinks that the"
Attack,,,,,,,"osion to another place some dis tance away . All the Americans interviewed are unauimous in the opinion that the explosion was the result of treachery . MERE-MENTION . Miss Frances E , Willlard , pre"
